ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,ID_shap,LIMIT_BAL_shap,SEX_shap,EDUCATION_shap,MARRIAGE_shap,AGE_shap,PAY_1_shap,PAY_2_shap,PAY_3_shap,PAY_4_shap,PAY_5_shap,PAY_6_shap,BILL_AMT1_shap,BILL_AMT2_shap,BILL_AMT3_shap,BILL_AMT4_shap,BILL_AMT5_shap,BILL_AMT6_shap,PAY_AMT1_shap,PAY_AMT2_shap,PAY_AMT3_shap,PAY_AMT4_shap,PAY_AMT5_shap,PAY_AMT6_shap,base_value
51,70000,male,highschool,single,42,1,2,2,2,2,0,37042,36171,38355,39423,38659,39362,0,3100,2000,0,1500,1500,,0.020840131675358864,-0.028045214854500955,0.005371616446936955,0.008243645234033467,0.044761982704803804,0.0014984917652327706,0.06148476470727472,0.025609286315739166,0.028719343468546862,0.025148516390472664,0.04536784552969039,-0.032198287100763986,0.0074298155913129355,0.032771500851958985,0.002664645632030449,0.04816151102277219,0.03740572795461049,0.07949186759564326,-0.03329340581782163,-0.019493676414713293,-0.01100302459526574,0.08735412622801957,0.042261592121794825,-0.0017648832430131461,0.25984398491506
52,100000,female,highschool,divorce,43,0,0,0,0,0,0,61559,51163,43824,39619,35762,33258,2000,1606,1500,2000,1500,1000,,-0.008372445101995262,-0.01997983827197458,-0.009245482205878938,0.020681794309639387,-0.021943592956085927,0.004798836174595634,-0.04484673721482977,-0.001873344909399749,-0.016910508866421894,-0.00845841351954732,-0.003344148524338366,-0.048045267703710134,-0.008883562395785704,0.007828838387358691,0.0010218655754579177,0.03852130831510295,-0.02292651462252251,-0.005972965600085436,-0.00400984440319006,-0.007993545214121704,0.004441180048161172,-0.01563501859956886,-0.039216660147067164,-0.0045308366738026976,0.25984398491506
53,310000,female,university,married,49,-2,-2,-2,-2,-2,-2,13465,7867,7600,11185,3544,464,7875,7600,11185,3544,464,0,,-0.01581093522720039,0.04281203124788589,-0.00546367824252228,0.0649286234145984,-0.029568958911404472,-0.035869092613575064,0.04674650599452434,-0.0024168155691586396,-0.005802876531815854,-0.0022889166173990783,-0.011714448508719222,0.0372192749385431,-0.009215369755547737,-0.017564290286973115,-0.008686006491188919,-0.004579781471693432,0.007739679214428197,0.007013372633373358,0.01834286094002894,-0.07494209837634117,0.0101145926909521,-0.03905012853443622,0.053809744913596656,0.019249758066725922,0.25984398491506
54,180000,female,graduate,single,25,1,2,0,0,0,0,41402,41742,42758,43510,44420,45319,1300,2010,1762,1762,1790,1622,,-0.01602227613388095,-0.030089432970853536,0.005183603093901187,0.02674267462833086,-0.023262010859325527,0.01917395677912284,0.05836227761057672,0.03496968063525856,-0.01416265102103352,-0.007168899644166213,-0.00008158147800715193,-0.03892854820936918,0.0025159218294720648,0.02638307960194651,0.013679213275026983,0.049917237507179385,0.026130279442877505,0.04903299134457484,-0.021645370555052085,-0.01346734612612635,-0.00010219525196590584,0.006832857269037054,-0.02036857596569462,-0.007010264189011656,0.25984398491506
55,150000,female,graduate,single,29,2,0,0,0,0,0,46224,34993,31434,26518,21042,16540,1600,1718,1049,1500,2000,5000,,-0.01687866235966793,-0.03501818638993427,0.006406839762348685,0.04895787323999686,0.00877154673566112,-0.007099320637062204,0.1472921401268104,-0.0006253722158726382,-0.01282302211970092,-0.006530235295649632,0.0009280656347982544,-0.04306826986605301,-0.01388016257667913,0.02587244250113143,-0.021424972546519712,0.017666982588125393,-0.009475387279380805,-0.006366080661246085,-0.0098758686427027,-0.004737918851897109,-0.011862932029180227,-0.003440729398134869,-0.04051674799993635,-0.037682653603842486,0.259843984831823
56,500000,female,graduate,married,45,-2,-2,-2,-2,-2,-2,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,,-0.013155754109320697,-0.022780838439503,-0.00461779999779538,0.05804156898753718,-0.027531376220867945,0.026031276036956125,0.04316938427742571,-0.0003513834718614772,-0.005054775862226968,-0.0010020876165072051,-0.0004477432835847117,0.05127249785698951,0.016082573016174134,-0.013901871413690967,0.013667962783947607,-0.0202666790841613,0.026981428875005792,-0.0018865677528083283,0.015134985522017808,0.0364555919027771,0.00958615718409419,0.07274548253713872,-0.07333010332542472,0.017350487716030316,0.25984398491506
57,180000,female,highschool,married,34,0,0,0,-1,-1,-1,16386,15793,8441,7142,-679,8321,8500,1500,7500,679,9000,2000,,-0.006547405658639028,-0.024088593244086944,-0.001157845463894771,0.04720645267516375,-0.018801025329157728,-0.00689062662422658,-0.025111216615186997,-0.001766394093865517,-0.006421963808825246,0.00504685489693656,0.0009507874560949862,-0.01197999715921469,-0.006192891906248398,0.0012384034111164507,-0.0038391236065944967,-0.0052297700257622586,0.0023761022079270347,-0.013525118466059211,0.009269812419079242,-0.0011294237582478717,-0.004835208234726451,0.008625435523863419,-0.1246333637542557,-0.0002055122764431927,0.25984398610482456
58,180000,female,university,married,34,0,0,0,0,0,0,175886,173440,172308,168608,132202,129918,8083,7296,5253,4814,4816,3800,,-0.005299762869690312,0.01668698175286409,-0.004757510659983387,0.03560711909347446,-0.01254308044328355,-0.007551810373552141,-0.02531814296671655,-0.001332749364664789,-0.00938167409971357,-0.0043542060803156285,-0.0013617440941743435,-0.024048735116375612,-0.007944507244101267,0.006859158706502062,-0.009640440466027942,0.012128769584523982,-0.00957855389409814,-0.005074915750883521,0.004158257117378529,-0.038548455510172074,-0.0066598226889618625,-0.017827510946954127,-0.06947912290284876,-0.01315374620156945,0.25984398491506
59,200000,female,graduate,single,34,-1,3,2,2,2,2,1587,1098,782,1166,700,1414,0,0,700,0,1200,0,,-0.01983859717845919,-0.023421605098992576,0.0023779233745881423,0.044240921917371445,0.002140283923363323,-0.003762584284850143,0.01854813973302953,0.061270555183291456,0.023166081234812758,0.011244779485859904,0.030811056997627026,0.09869601509868518,0.0175404441106366,-0.00998215752726539,0.016992682888521793,-0.021218389589339498,0.02143067175056787,0.010827132762060501,-0.012763990300445574,0.046377783219795674,-0.0015573773253708956,0.08368156824144536,-0.0026564395127934848,0.021859718039631812,0.25984398610482456
60,400000,female,university,married,29,0,0,0,0,0,0,400134,398857,404205,360199,356656,364089,17000,15029,30000,12000,12000,23000,,-0.0034142198997142194,0.0069862834061495925,-0.003023240773472946,0.042536694079608424,-0.007035954869352289,-0.007008300088346006,-0.023882243039552113,-0.0012662467919290106,-0.006878483523614698,-0.003357256350427624,-0.0014847105302032947,-0.018158053420193037,-0.00687124931660945,0.008253994593396777,-0.00793257390847431,0.012660810866364051,-0.0021700753003824486,-0.0023293868347536717,0.008409228801028807,-0.03568559759645724,0.007626188263529912,-0.03607010799547424,-0.0826061511738226,-0.018718619006685915,0.25984398491506
